Id	Code	Name	Standard Class	Domain	Vocab	Validity	Concept
37081947	D89.8	Other specified disorders involving the immune mechanism, not elsewhere classified	ICD10 code	Condition	ICD10GM	Valid	Non-standard
37082098	A05	Other bacterial foodborne intoxications, not elsewhere classified	ICD10 Hierarchy	Condition	ICD10GM	Valid	Non-standard
37082196	E21.1	Secondary hyperparathyroidism, not elsewhere classified	ICD10 code	Condition	ICD10GM	Valid	Non-standard
37082211	E23.3	Hypothalamic dysfunction, not elsewhere classified	ICD10 code	Condition	ICD10GM	Valid	Non-standard
37082256	E30	Disorders of puberty, not elsewhere classified	ICD10 Hierarchy	Condition	ICD10GM	Valid	Non-standard
37082276	E34.2	Ectopic hormone secretion, not elsewhere classified	ICD10 code	Condition	ICD10GM	Valid	Non-standard
37082277	E34.3	Short stature, not elsewhere classified	ICD10 code	Condition	ICD10GM	Valid	Non-standard
37082285	E35	Disorders of endocrine glands in diseases classified elsewhere	ICD10 Hierarchy	Condition	ICD10GM	Valid	Non-standard
37082286	E35.0	Disorders of thyroid gland in diseases classified elsewhere	ICD10 code	Condition	ICD10GM	Valid	Non-standard
37082287	E35.1	Disorders of adrenal glands in diseases classified elsewhere	ICD10 code	Condition	ICD10GM	Valid	Non-standard
37082288	E35.8	Disorders of other endocrine glands in diseases classified elsewhere	ICD10 code	Condition	ICD10GM	Valid	Non-standard
37082522	E87.8	Other disorders of electrolyte and fluid balance, not elsewhere classified	ICD10 code	Condition	ICD10GM	Valid	Non-standard
37082524	E88.0	Disorders of plasma-protein metabolism, not elsewhere classified	ICD10 code	Condition	ICD10GM	Valid	Non-standard
37082525	E88.1	Lipodystrophy, not elsewhere classified	ICD10 code	Condition	ICD10GM	Valid	Non-standard
37082526	E88.2	Lipomatosis, not elsewhere classified	ICD10 code	Condition	ICD10GM	Valid	Non-standard
37082531	E88.29	Other lipomatosis, not elsewhere classified	ICD10 code	Condition	ICD10GM	Valid	Non-standard
37082535	E89	Postprocedural endocrine and metabolic disorders, not elsewhere classified	ICD10 Hierarchy	Condition	ICD10GM	Valid	Non-standard
37082545	E90	Nutritional and metabolic disorders in diseases classified elsewhere	ICD10 Hierarchy	Condition	ICD10GM	Valid	Non-standard
37082558	F02	Dementia in other diseases classified elsewhere	ICD10 Hierarchy	Condition	ICD10GM	Valid	Non-standard
37082564	F02.8	Dementia in other specified diseases classified elsewhere	ICD10 code	Condition	ICD10GM	Valid	Non-standard
37082922	F53	Mental and behavioural disorders associated with the puerperium, not elsewhere classified	ICD10 Hierarchy	Condition	ICD10GM	Valid	Non-standard
37082923	F53.0	Mild mental and behavioural disorders associated with the puerperium, not elsewhere classified	ICD10 code	Condition	ICD10GM	Valid	Non-standard
37082924	F53.1	Severe mental and behavioural disorders associated with the puerperium, not elsewhere classified	ICD10 code	Condition	ICD10GM	Valid	Non-standard
37082925	F53.8	Other mental and behavioural disorders associated with the puerperium, not elsewhere classified	ICD10 code	Condition	ICD10GM	Valid	Non-standard
37083159	G00	Bacterial meningitis, not elsewhere classified	ICD10 Hierarchy	Condition	ICD10GM	Valid	Non-standard
37083166	G01	Meningitis in bacterial diseases classified elsewhere	ICD10 Hierarchy	Condition	ICD10GM	Valid	Non-standard
37083167	G02	Meningitis in other infectious and parasitic diseases classified elsewhere	ICD10 Hierarchy	Condition	ICD10GM	Valid	Non-standard
37083168	G02.0	Meningitis in viral diseases classified elsewhere	ICD10 code	Condition	ICD10GM	Valid	Non-standard
37083170	G02.8	Meningitis in other specified infectious and parasitic diseases classified elsewhere	ICD10 code	Condition	ICD10GM	Valid	Non-standard
37083204	A28	Other zoonotic bacterial diseases, not elsewhere classified	ICD10 Hierarchy	Condition	ICD10GM	Valid	Non-standard
37083208	A28.8	Other specified zoonotic bacterial diseases, not elsewhere classified	ICD10 code	Condition	ICD10GM	Valid	Non-standard
37083228	G04.2	Bacterial meningoencephalitis and meningomyelitis, not elsewhere classified	ICD10 code	Condition	ICD10GM	Valid	Non-standard
37083231	G05	Encephalitis, myelitis and encephalomyelitis in diseases classified elsewhere	ICD10 Hierarchy	Condition	ICD10GM	Valid	Non-standard
37083232	G05.0	Encephalitis, myelitis and encephalomyelitis in bacterial diseases classified elsewhere	ICD10 code	Condition	ICD10GM	Valid	Non-standard
37083233	G05.1	Encephalitis, myelitis and encephalomyelitis in viral diseases classified elsewhere	ICD10 code	Condition	ICD10GM	Valid	Non-standard
37083234	G05.2	Encephalitis, myelitis and encephalomyelitis in other infectious and parasitic diseases classified elsewhere	ICD10 code	Condition	ICD10GM	Valid	Non-standard
37083235	G05.8	Encephalitis, myelitis and encephalomyelitis in other diseases classified elsewhere	ICD10 code	Condition	ICD10GM	Valid	Non-standard
37083240	G07	Intracranial and intraspinal abscess and granuloma in diseases classified elsewhere	ICD10 Hierarchy	Condition	ICD10GM	Valid	Non-standard
37083258	G13	Systemic atrophies primarily affecting central nervous system in diseases classified elsewhere	ICD10 Hierarchy	Condition	ICD10GM	Valid	Non-standard
37083263	G13.8	Systemic atrophy primarily affecting central nervous system in other diseases classified elsewhere	ICD10 code	Condition	ICD10GM	Valid	Non-standard
37083286	G22	Parkinsonism in diseases classified elsewhere	ICD10 Hierarchy	Condition	ICD10GM	Valid	Non-standard
37083314	G26	Extrapyramidal and movement disorders in diseases classified elsewhere	ICD10 Hierarchy	Condition	ICD10GM	Valid	Non-standard
37083320	G31	Other degenerative diseases of nervous system, not elsewhere classified	ICD10 Hierarchy	Condition	ICD10GM	Valid	Non-standard
37083333	G31.1	Senile degeneration of brain, not elsewhere classified	ICD10 code	Condition	ICD10GM	Valid	Non-standard
37083339	G32	Other degenerative disorders of nervous system in diseases classified elsewhere	ICD10 Hierarchy	Condition	ICD10GM	Valid	Non-standard
37083340	G32.0	Subacute combined degeneration of spinal cord in diseases classified elsewhere	ICD10 code	Condition	ICD10GM	Valid	Non-standard
37083341	G32.8	Other specified degenerative disorders of nervous system in diseases classified elsewhere	ICD10 code	Condition	ICD10GM	Valid	Non-standard
37083404	G44.1	Vascular headache, not elsewhere classified	ICD10 code	Condition	ICD10GM	Valid	Non-standard
37083407	G44.4	Drug-induced headache, not elsewhere classified	ICD10 code	Condition	ICD10GM	Valid	Non-standard
37083503	G53	Cranial nerve disorders in diseases classified elsewhere	ICD10 Hierarchy	Condition	ICD10GM	Valid	Non-standard
37083504	G53.1	Multiple cranial nerve palsies in infectious and parasitic diseases classified elsewhere	ICD10 code	Condition	ICD10GM	Valid	Non-standard
37083507	G53.8	Other cranial nerve disorders in other diseases classified elsewhere	ICD10 code	Condition	ICD10GM	Valid	Non-standard
37083511	G54.2	Cervical root disorders, not elsewhere classified	ICD10 code	Condition	ICD10GM	Valid	Non-standard
37083512	G54.3	Thoracic root disorders, not elsewhere classified	ICD10 code	Condition	ICD10GM	Valid	Non-standard
37083513	G54.4	Lumbosacral root disorders, not elsewhere classified	ICD10 code	Condition	ICD10GM	Valid	Non-standard
37083519	G55	Nerve root and plexus compressions in diseases classified elsewhere	ICD10 Hierarchy	Condition	ICD10GM	Valid	Non-standard
37083524	G55.8	Nerve root and plexus compressions in other diseases classified elsewhere	ICD10 code	Condition	ICD10GM	Valid	Non-standard
37083549	G59	Mononeuropathy in diseases classified elsewhere	ICD10 Hierarchy	Condition	ICD10GM	Valid	Non-standard
37083551	G59.8	Other mononeuropathies in diseases classified elsewhere	ICD10 code	Condition	ICD10GM	Valid	Non-standard
37083572	G63	Polyneuropathy in diseases classified elsewhere	ICD10 Hierarchy	Condition	ICD10GM	Valid	Non-standard
37083573	G63.0	Polyneuropathy in infectious and parasitic diseases classified elsewhere	ICD10 code	Condition	ICD10GM	Valid	Non-standard
37083580	G63.8	Polyneuropathy in other diseases classified elsewhere	ICD10 code	Condition	ICD10GM	Valid	Non-standard
37083592	G71.3	Mitochondrial myopathy, not elsewhere classified	ICD10 code	Condition	ICD10GM	Valid	Non-standard
37083600	G72.4	Inflammatory myopathy, not elsewhere classified	ICD10 code	Condition	ICD10GM	Valid	Non-standard
37083605	G73	Disorders of myoneural junction and muscle in diseases classified elsewhere	ICD10 Hierarchy	Condition	ICD10GM	Valid	Non-standard
37083609	G73.3	Myasthenic syndromes in other diseases classified elsewhere	ICD10 code	Condition	ICD10GM	Valid	Non-standard
37083610	G73.4	Myopathy in infectious and parasitic diseases classified elsewhere	ICD10 code	Condition	ICD10GM	Valid	Non-standard
37083613	G73.7	Myopathy in other diseases classified elsewhere	ICD10 code	Condition	ICD10GM	Valid	Non-standard
37083767	G93.1	Anoxic brain damage, not elsewhere classified	ICD10 code	Condition	ICD10GM	Valid	Non-standard
37083778	G94	Other disorders of brain in diseases classified elsewhere	ICD10 Hierarchy	Condition	ICD10GM	Valid	Non-standard
37083779	G94.0	Hydrocephalus in infectious and parasitic diseases classified elsewhere	ICD10 code	Condition	ICD10GM	Valid	Non-standard
37083781	G94.2	Hydrocephalus in other diseases classified elsewhere	ICD10 code	Condition	ICD10GM	Valid	Non-standard
37083782	G94.3	Encephalopathy in diseases classified elsewhere	ICD10 code	Condition	ICD10GM	Valid	Non-standard
37083783	G94.8	Other specified disorders of brain in diseases classified elsewhere	ICD10 code	Condition	ICD10GM	Valid	Non-standard
37083811	G96.1	Disorders of meninges, not elsewhere classified	ICD10 code	Condition	ICD10GM	Valid	Non-standard
37083814	G97	Postprocedural disorders of nervous system, not elsewhere classified	ICD10 Hierarchy	Condition	ICD10GM	Valid	Non-standard
37083826	G98	Other disorders of nervous system, not elsewhere classified	ICD10 Hierarchy	Condition	ICD10GM	Valid	Non-standard
37083827	G99	Other disorders of nervous system in diseases classified elsewhere	ICD10 Hierarchy	Condition	ICD10GM	Valid	Non-standard
37083829	G99.1	Other disorders of autonomic nervous system in other diseases classified elsewhere	ICD10 code	Condition	ICD10GM	Valid	Non-standard
37083830	G99.2	Myelopathy in diseases classified elsewhere	ICD10 code	Condition	ICD10GM	Valid	Non-standard
37083831	G99.8	Other specified disorders of nervous system in diseases classified elsewhere	ICD10 code	Condition	ICD10GM	Valid	Non-standard
37083854	H03	Disorders of eyelid in diseases classified elsewhere	ICD10 Hierarchy	Condition	ICD10GM	Valid	Non-standard
37083855	H03.0	Parasitic infestation of eyelid in diseases classified elsewhere	ICD10 code	Condition	ICD10GM	Valid	Non-standard
37083856	H03.1	Involvement of eyelid in other infectious diseases classified elsewhere	ICD10 code	Condition	ICD10GM	Valid	Non-standard
37083857	H03.8	Involvement of eyelid in other diseases classified elsewhere	ICD10 code	Condition	ICD10GM	Valid	Non-standard
37083876	H06	Disorders of lacrimal system and orbit in diseases classified elsewhere	ICD10 Hierarchy	Condition	ICD10GM	Valid	Non-standard
37083877	H06.0	Disorders of lacrimal system in diseases classified elsewhere	ICD10 code	Condition	ICD10GM	Valid	Non-standard
37083878	H06.1	Parasitic infestation of orbit in diseases classified elsewhere	ICD10 code	Condition	ICD10GM	Valid	Non-standard
37083880	H06.3	Other disorders of orbit in diseases classified elsewhere	ICD10 code	Condition	ICD10GM	Valid	Non-standard
37083898	H13	Disorders of conjunctiva in diseases classified elsewhere	ICD10 Hierarchy	Condition	ICD10GM	Valid	Non-standard
37083900	H13.1	Conjunctivitis in infectious and parasitic diseases classified elsewhere	ICD10 code	Condition	ICD10GM	Valid	Non-standard
37083901	H13.2	Conjunctivitis in other diseases classified elsewhere	ICD10 code	Condition	ICD10GM	Valid	Non-standard
37083906	H13.8	Other disorders of conjunctiva in diseases classified elsewhere	ICD10 code	Condition	ICD10GM	Valid	Non-standard
37083936	H19	Disorders of sclera and cornea in diseases classified elsewhere	ICD10 Hierarchy	Condition	ICD10GM	Valid	Non-standard
37083937	H19.0	Scleritis and episcleritis in diseases classified elsewhere	ICD10 code	Condition	ICD10GM	Valid	Non-standard
37083939	H19.2	Keratitis and keratoconjunctivitis in other infectious and parasitic diseases classified elsewhere	ICD10 code	Condition	ICD10GM	Valid	Non-standard
37083940	H19.3	Keratitis and keratoconjunctivitis in other diseases classified elsewhere	ICD10 code	Condition	ICD10GM	Valid	Non-standard
37083941	H19.8	Other disorders of sclera and cornea in diseases classified elsewhere	ICD10 code	Condition	ICD10GM	Valid	Non-standard
37083956	H22	Disorders of iris and ciliary body in diseases classified elsewhere	ICD10 Hierarchy	Condition	ICD10GM	Valid	Non-standard
37083957	H22.0	Iridocyclitis in infectious and parasitic diseases classified elsewhere	ICD10 code	Condition	ICD10GM	Valid	Non-standard
37083958	H22.1	Iridocyclitis in other diseases classified elsewhere	ICD10 code	Condition	ICD10GM	Valid	Non-standard
37083959	H22.8	Other disorders of iris and ciliary body in diseases classified elsewhere	ICD10 code	Condition	ICD10GM	Valid	Non-standard
37083984	H28	Cataract and other disorders of lens in diseases classified elsewhere	ICD10 Hierarchy	Condition	ICD10GM	Valid	Non-standard
37083987	H28.2	Cataract in other diseases classified elsewhere	ICD10 code	Condition	ICD10GM	Valid	Non-standard
37083988	H28.8	Other disorders of lens in diseases classified elsewhere	ICD10 code	Condition	ICD10GM	Valid	Non-standard
37084003	H32	Chorioretinal disorders in diseases classified elsewhere	ICD10 Hierarchy	Condition	ICD10GM	Valid	Non-standard
37084004	H32.0	Chorioretinal inflammation in infectious and parasitic diseases classified elsewhere	ICD10 code	Condition	ICD10GM	Valid	Non-standard
37084005	H32.8	Other chorioretinal disorders in diseases classified elsewhere	ICD10 code	Condition	ICD10GM	Valid	Non-standard
37084041	H36	Retinal disorders in diseases classified elsewhere	ICD10 Hierarchy	Condition	ICD10GM	Valid	Non-standard
37084043	H36.8	Other retinal disorders in diseases classified elsewhere	ICD10 code	Condition	ICD10GM	Valid	Non-standard
37084054	H42	Glaucoma in diseases classified elsewhere	ICD10 Hierarchy	Condition	ICD10GM	Valid	Non-standard
37084056	H42.8	Glaucoma in other diseases classified elsewhere	ICD10 code	Condition	ICD10GM	Valid	Non-standard
37084075	H45	Disorders of vitreous body and globe in diseases classified elsewhere	ICD10 Hierarchy	Condition	ICD10GM	Valid	Non-standard
37084076	H45.0	Vitreous haemorrhage in diseases classified elsewhere	ICD10 code	Condition	ICD10GM	Valid	Non-standard
37084077	H45.1	Endophthalmitis in diseases classified elsewhere	ICD10 code	Condition	ICD10GM	Valid	Non-standard
37084078	H45.8	Other disorders of vitreous body and globe in diseases classified elsewhere	ICD10 code	Condition	ICD10GM	Valid	Non-standard
37084081	H47.0	Disorders of optic nerve, not elsewhere classified	ICD10 code	Condition	ICD10GM	Valid	Non-standard
37084100	H48	Disorders of optic [2nd] nerve and visual pathways in diseases classified elsewhere	ICD10 Hierarchy	Condition	ICD10GM	Valid	Non-standard
37084101	H48.0	Optic atrophy in diseases classified elsewhere	ICD10 code	Condition	ICD10GM	Valid	Non-standard
37084102	H48.1	Retrobulbar neuritis in diseases classified elsewhere	ICD10 code	Condition	ICD10GM	Valid	Non-standard
37084103	H48.8	Other disorders of optic nerve and visual pathways in diseases classified elsewhere	ICD10 code	Condition	ICD10GM	Valid	Non-standard
37084150	A48	Other bacterial diseases, not elsewhere classified	ICD10 Hierarchy	Condition	ICD10GM	Valid	Non-standard
37084182	H58	Other disorders of eye and adnexa in diseases classified elsewhere	ICD10 Hierarchy	Condition	ICD10GM	Valid	Non-standard
37084183	H58.0	Anomalies of pupillary function in diseases classified elsewhere	ICD10 code	Condition	ICD10GM	Valid	Non-standard
37084184	H58.1	Visual disturbances in diseases classified elsewhere	ICD10 code	Condition	ICD10GM	Valid	Non-standard
37084189	H58.8	Other specified disorders of eye and adnexa in diseases classified elsewhere	ICD10 code	Condition	ICD10GM	Valid	Non-standard
37084190	H59	Postprocedural disorders of eye and adnexa, not elsewhere classified	ICD10 Hierarchy	Condition	ICD10GM	Valid	Non-standard
37084211	H62	Disorders of external ear in diseases classified elsewhere	ICD10 Hierarchy	Condition	ICD10GM	Valid	Non-standard
37084213	H62.0	Otitis externa in bacterial diseases classified elsewhere	ICD10 code	Condition	ICD10GM	Valid	Non-standard
37084214	H62.1	Otitis externa in viral diseases classified elsewhere	ICD10 code	Condition	ICD10GM	Valid	Non-standard
37084216	H62.3	Otitis externa in other infectious and parasitic diseases classified elsewhere	ICD10 code	Condition	ICD10GM	Valid	Non-standard
37084217	H62.4	Otitis externa in other diseases classified elsewhere	ICD10 code	Condition	ICD10GM	Valid	Non-standard
37084218	H62.8	Other disorders of external ear in diseases classified elsewhere	ICD10 code	Condition	ICD10GM	Valid	Non-standard
37084233	H67	Otitis media in diseases classified elsewhere	ICD10 Hierarchy	Condition	ICD10GM	Valid	Non-standard
37084234	H67.0	Otitis media in bacterial diseases classified elsewhere	ICD10 code	Condition	ICD10GM	Valid	Non-standard
37084235	H67.1	Otitis media in viral diseases classified elsewhere	ICD10 code	Condition	ICD10GM	Valid	Non-standard
37084236	H67.8	Otitis media in other diseases classified elsewhere	ICD10 code	Condition	ICD10GM	Valid	Non-standard
37084281	H75	Other disorders of middle ear and mastoid in diseases classified elsewhere	ICD10 Hierarchy	Condition	ICD10GM	Valid	Non-standard
37084282	H75.0	Mastoiditis in infectious and parasitic diseases classified elsewhere	ICD10 code	Condition	ICD10GM	Valid	Non-standard
37084283	H75.8	Other specified disorders of middle ear and mastoid in diseases classified elsewhere	ICD10 code	Condition	ICD10GM	Valid	Non-standard
37084297	H82	Vertiginous syndromes in diseases classified elsewhere	ICD10 Hierarchy	Condition	ICD10GM	Valid	Non-standard
37084345	A63	Other predominantly sexually transmitted diseases, not elsewhere classified	ICD10 Hierarchy	Condition	ICD10GM	Valid	Non-standard
37084356	H91.3	Deaf mutism, not elsewhere classified	ICD10 code	Condition	ICD10GM	Valid	Non-standard
37084363	H93	Other disorders of ear, not elsewhere classified	ICD10 Hierarchy	Condition	ICD10GM	Valid	Non-standard
37084370	H94	Other disorders of ear in diseases classified elsewhere	ICD10 Hierarchy	Condition	ICD10GM	Valid	Non-standard
37084371	H94.0	Acoustic neuritis in infectious and parasitic diseases classified elsewhere	ICD10 code	Condition	ICD10GM	Valid	Non-standard
37084372	H94.8	Other specified disorders of ear in diseases classified elsewhere	ICD10 code	Condition	ICD10GM	Valid	Non-standard
37084373	H95	Postprocedural disorders of ear and mastoid process, not elsewhere classified	ICD10 Hierarchy	Condition	ICD10GM	Valid	Non-standard
37084550	I31.2	Haemopericardium, not elsewhere classified	ICD10 code	Condition	ICD10GM	Valid	Non-standard
37084554	I32	Pericarditis in diseases classified elsewhere	ICD10 Hierarchy	Condition	ICD10GM	Valid	Non-standard
37084555	I32.0	Pericarditis in bacterial diseases classified elsewhere	ICD10 code	Condition	ICD10GM	Valid	Non-standard
37084556	I32.1	Pericarditis in other infectious and parasitic diseases classified elsewhere	ICD10 code	Condition	ICD10GM	Valid	Non-standard
37084557	I32.8	Pericarditis in other diseases classified elsewhere	ICD10 code	Condition	ICD10GM	Valid	Non-standard
37084589	I39	Endocarditis and heart valve disorders in diseases classified elsewhere	ICD10 Hierarchy	Condition	ICD10GM	Valid	Non-standard
37084590	I39.0	Mitral valve disorders in diseases classified elsewhere	ICD10 code	Condition	ICD10GM	Valid	Non-standard
37084591	I39.1	Aortic valve disorders in diseases classified elsewhere	ICD10 code	Condition	ICD10GM	Valid	Non-standard
37084592	I39.2	Tricuspid valve disorders in diseases classified elsewhere	ICD10 code	Condition	ICD10GM	Valid	Non-standard
37084593	I39.3	Pulmonary valve disorders in diseases classified elsewhere	ICD10 code	Condition	ICD10GM	Valid	Non-standard
37084594	I39.4	Multiple valve disorders in diseases classified elsewhere	ICD10 code	Condition	ICD10GM	Valid	Non-standard
37084595	I39.8	Endocarditis, valve unspecified, in diseases classified elsewhere	ICD10 code	Condition	ICD10GM	Valid	Non-standard
37084600	I41	Myocarditis in diseases classified elsewhere	ICD10 Hierarchy	Condition	ICD10GM	Valid	Non-standard
37084601	I41.0	Myocarditis in bacterial diseases classified elsewhere	ICD10 code	Condition	ICD10GM	Valid	Non-standard
37084602	I41.1	Myocarditis in viral diseases classified elsewhere	ICD10 code	Condition	ICD10GM	Valid	Non-standard
37084603	I41.2	Myocarditis in other infectious and parasitic diseases classified elsewhere	ICD10 code	Condition	ICD10GM	Valid	Non-standard
37084604	I41.8	Myocarditis in other diseases classified elsewhere	ICD10 code	Condition	ICD10GM	Valid	Non-standard
37084618	I43	Cardiomyopathy in diseases classified elsewhere	ICD10 Hierarchy	Condition	ICD10GM	Valid	Non-standard
37084619	I43.0	Cardiomyopathy in infectious and parasitic diseases classified elsewhere	ICD10 code	Condition	ICD10GM	Valid	Non-standard
37084622	I43.8	Cardiomyopathy in other diseases classified elsewhere	ICD10 code	Condition	ICD10GM	Valid	Non-standard
37084692	I51.1	Rupture of chordae tendineae, not elsewhere classified	ICD10 code	Condition	ICD10GM	Valid	Non-standard
37084693	I51.2	Rupture of papillary muscle, not elsewhere classified	ICD10 code	Condition	ICD10GM	Valid	Non-standard
37084694	I51.3	Intracardiac thrombosis, not elsewhere classified	ICD10 code	Condition	ICD10GM	Valid	Non-standard
37084701	I52	Other heart disorders in diseases classified elsewhere	ICD10 Hierarchy	Condition	ICD10GM	Valid	Non-standard
37084702	I52.0	Other heart disorders in bacterial diseases classified elsewhere	ICD10 code	Condition	ICD10GM	Valid	Non-standard
37084703	I52.1	Other heart disorders in other infectious and parasitic diseases classified elsewhere	ICD10 code	Condition	ICD10GM	Valid	Non-standard
37084704	I52.8	Other heart disorders in other diseases classified elsewhere	ICD10 code	Condition	ICD10GM	Valid	Non-standard
37084775	I67.7	Cerebral arteritis, not elsewhere classified	ICD10 code	Condition	ICD10GM	Valid	Non-standard
37084780	I68	Cerebrovascular disorders in diseases classified elsewhere	ICD10 Hierarchy	Condition	ICD10GM	Valid	Non-standard
37084782	I68.1	Cerebral arteritis in infectious and parasitic diseases classified elsewhere	ICD10 code	Condition	ICD10GM	Valid	Non-standard
37084783	I68.2	Cerebral arteritis in other diseases classified elsewhere	ICD10 code	Condition	ICD10GM	Valid	Non-standard
37084784	I68.8	Other cerebrovascular disorders in diseases classified elsewhere	ICD10 code	Condition	ICD10GM	Valid	Non-standard
37084882	I79	Disorders of arteries, arterioles and capillaries in diseases classified elsewhere	ICD10 Hierarchy	Condition	ICD10GM	Valid	Non-standard
37084883	I79.0	Aneurysm of aorta in diseases classified elsewhere	ICD10 code	Condition	ICD10GM	Valid	Non-standard
37084884	I79.1	Aortitis in diseases classified elsewhere	ICD10 code	Condition	ICD10GM	Valid	Non-standard
37084885	I79.2	Peripheral angiopathy in diseases classified elsewhere	ICD10 code	Condition	ICD10GM	Valid	Non-standard
37084886	I79.8	Other disorders of arteries, arterioles and capillaries in diseases classified elsewhere	ICD10 code	Condition	ICD10GM	Valid	Non-standard
37084958	I89.0	Lymphoedema, not elsewhere classified	ICD10 code	Condition	ICD10GM	Valid	Non-standard
37084965	I89.08	Other lymphedema, not elsewhere classified	ICD10 code	Condition	ICD10GM	Valid	Non-standard
37084976	I97	Postprocedural disorders of circulatory system, not elsewhere classified	ICD10 Hierarchy	Condition	ICD10GM	Valid	Non-standard
37084993	I97.8	Other postprocedural disorders of circulatory system, not elsewhere classified	ICD10 code	Condition	ICD10GM	Valid	Non-standard
37085003	I97.89	Other circulatory complications following medical procedures, not elsewhere classified	ICD10 code	Condition	ICD10GM	Valid	Non-standard
37085005	I98	Other disorders of circulatory system in diseases classified elsewhere	ICD10 Hierarchy	Condition	ICD10GM	Valid	Non-standard
37085007	I98.1	Cardiovascular disorders in other infectious and parasitic diseases classified elsewhere	ICD10 code	Condition	ICD10GM	Valid	Non-standard
37085008	I98.2	Oesophageal varices without bleeding in diseases classified elsewhere	ICD10 code	Condition	ICD10GM	Valid	Non-standard
37085009	I98.20	Esophageal and gastric varices in diseases classified elsewhere: No bleeding reported	ICD10 code	Condition	ICD10GM	Invalid	Non-standard
37085010	I98.21	Esophageal and gastric varices in diseases classified elsewhere: with bleeding	ICD10 code	Condition	ICD10GM	Invalid	Non-standard
37085011	I98.3	Oesophageal varices with bleeding in diseases classified elsewhere	ICD10 code	Condition	ICD10GM	Valid	Non-standard
37085012	I98.8	Other specified disorders of circulatory system in diseases classified elsewhere	ICD10 code	Condition	ICD10GM	Valid	Non-standard
37085057	J12	Viral pneumonia, not elsewhere classified	ICD10 Hierarchy	Condition	ICD10GM	Valid	Non-standard
37085065	J15	Bacterial pneumonia, not elsewhere classified	ICD10 Hierarchy	Condition	ICD10GM	Valid	Non-standard
37085076	J16	Pneumonia due to other infectious organisms, not elsewhere classified	ICD10 Hierarchy	Condition	ICD10GM	Valid	Non-standard
37085079	J17	Pneumonia in diseases classified elsewhere	ICD10 Hierarchy	Condition	ICD10GM	Valid	Non-standard
37085080	J17.0	Pneumonia in bacterial diseases classified elsewhere	ICD10 code	Condition	ICD10GM	Valid	Non-standard
37085081	J17.1	Pneumonia in viral diseases classified elsewhere	ICD10 code	Condition	ICD10GM	Valid	Non-standard
37085083	J17.8	Pneumonia in other diseases classified elsewhere	ICD10 code	Condition	ICD10GM	Valid	Non-standard
37085164	J38	Diseases of vocal cords and larynx, not elsewhere classified	ICD10 Hierarchy	Condition	ICD10GM	Valid	Non-standard
37085270	J68.2	Upper respiratory inflammation due to chemicals, gases, fumes and vapours, not elsewhere classified	ICD10 code	Condition	ICD10GM	Valid	Non-standard
37085294	J82	Pulmonary eosinophilia, not elsewhere classified	ICD10 Hierarchy	Condition	ICD10GM	Valid	Non-standard
37085307	J90	Pleural effusion, not elsewhere classified	ICD10 Hierarchy	Condition	ICD10GM	Valid	Non-standard
37085322	J91	Pleural effusion in conditions classified elsewhere	ICD10 Hierarchy	Condition	ICD10GM	Valid	Non-standard
37085338	J95	Postprocedural respiratory disorders, not elsewhere classified	ICD10 Hierarchy	Condition	ICD10GM	Valid	Non-standard
37085350	J96	Respiratory failure, not elsewhere classified	ICD10 Hierarchy	Condition	ICD10GM	Valid	Non-standard
37085366	J98.0	Diseases of bronchus, not elsewhere classified	ICD10 code	Condition	ICD10GM	Valid	Non-standard
37085371	J98.5	Diseases of mediastinum, not elsewhere classified	ICD10 code	Condition	ICD10GM	Valid	Non-standard
37085373	J98.58	Other mediastinal diseases, not elsewhere classified	ICD10 code	Condition	ICD10GM	Valid	Non-standard
37085375	J98.7	Respiratory infections, not elsewhere classified	ICD10 code	Condition	ICD10GM	Valid	Non-standard
37085378	J99	Respiratory disorders in diseases classified elsewhere	ICD10 Hierarchy	Condition	ICD10GM	Valid	Non-standard
37085385	J99.8	Respiratory disorders in other diseases classified elsewhere	ICD10 code	Condition	ICD10GM	Valid	Non-standard
37085392	K00.5	Hereditary disturbances in tooth structure, not elsewhere classified	ICD10 code	Condition	ICD10GM	Valid	Non-standard
37085429	A85	Other viral encephalitis, not elsewhere classified	ICD10 Hierarchy	Condition	ICD10GM	Valid	Non-standard
37085473	K09	Cysts of oral region, not elsewhere classified	ICD10 Hierarchy	Condition	ICD10GM	Valid	Non-standard
37085477	K09.8	Other cysts of oral region, not elsewhere classified	ICD10 code	Condition	ICD10GM	Valid	Non-standard
37085555	K23	Disorders of oesophagus in diseases classified elsewhere	ICD10 Hierarchy	Condition	ICD10GM	Valid	Non-standard
37085558	K23.8	Disorders of oesophagus in other diseases classified elsewhere	ICD10 code	Condition	ICD10GM	Valid	Non-standard
37085598	A88	Other viral infections of central nervous system, not elsewhere classified	ICD10 Hierarchy	Condition	ICD10GM	Valid	Non-standard
37085616	K31.3	Pylorospasm, not elsewhere classified	ICD10 code	Condition	ICD10GM	Valid	Non-standard
37085672	A93	Other arthropod-borne viral fevers, not elsewhere classified	ICD10 Hierarchy	Condition	ICD10GM	Valid	Non-standard
37085715	A98	Other viral haemorrhagic fevers, not elsewhere classified	ICD10 Hierarchy	Condition	ICD10GM	Valid	Non-standard
37085902	B08	Other viral infections characterized by skin and mucous membrane lesions, not elsewhere classified	ICD10 Hierarchy	Condition	ICD10GM	Valid	Non-standard
